politician_id,name,party,x,y
78979,Dieter Stier,CDU/CSU,7.627736,11.1955595
78939,Christian von Stetten,CDU/CSU,7.521835,12.431292
175972,Thomas Stephan,AfD,-3.2147205,-3.8135848
164996,Hanna Steinmüller,BÜNDNIS 90/­DIE GRÜNEN,13.85684,-6.915854
78797,Johannes Steiniger,CDU/CSU,7.0272,12.512707
182839,Sebastian Steineke,CDU/CSU,6.992964,11.494143
183064,Sandra Stein,BÜNDNIS 90/­DIE GRÜNEN,13.390506,-6.742958
139062,Ralf Stegner,SPD,8.198816,11.832807
78981,Albert Stegemann,CDU/CSU,7.4841456,10.99618
78988,Wolfgang Stefinger,CDU/CSU,8.190289,11.725979
66475,Till Steffen,BÜNDNIS 90/­DIE GRÜNEN,13.654746,-7.3250604
183211,Julia-Christina Stange,Die Linke,16.213932,3.0509765
145898,Katrin Staffler,CDU/CSU,7.0852118,12.680789
78996,Svenja Stadler,SPD,7.0099297,12.750967
145723,René Springer,AfD,-2.2166023,-5.491019
78993,Jens Spahn,CDU/CSU,7.103178,11.31253
78992,Tino Sorge,CDU/CSU,8.674002,10.413426
164992,Nyke Slawik,BÜNDNIS 90/­DIE GRÜNEN,13.744818,-6.799377
145888,Björn Simon,CDU/CSU,8.603669,10.43432
78831,Thomas Silberhorn,CDU/CSU,9.048106,10.481127
145823,Martin Sichert,AfD,7.8567204,-14.758918
175519,Lina Seitzl,SPD,8.48656,10.989195
182873,Nora Seitz,CDU/CSU,7.6357236,12.028363
183482,Dario Seifert,AfD,-2.3276467,-4.8434024
78825,Detlef Seif,CDU/CSU,7.9522386,10.735083
176316,Stefan Seidler,fraktionslos,13.946529,-6.9781246
175370,Evelyn Schötz,Die Linke,16.550121,3.1752868
158733,Marlene Schönberger,BÜNDNIS 90/­DIE GRÜNEN,13.384951,-6.7644095
175522,Johannes Schätzl,SPD,8.248891,11.3422365
175649,Sebastian Schäfer,BÜNDNIS 90/­DIE GRÜNEN,13.5591545,-6.89372
175580,Jamila Anna Schäfer,BÜNDNIS 90/­DIE GRÜNEN,13.976417,-7.006007
180854,Ines Schwerdtner,Die Linke,16.682827,3.2616055
79001,Rita Schwarzelühr-Sutter,SPD,8.596793,10.746519
79000,Andreas Schwarz,SPD,6.993866,11.447003
78999,Stefan Schwartze,SPD,8.114868,10.53219
78998,Frank Schwabe,SPD,8.824715,10.29412
131019,Svenja Schulze,SPD,7.749262,11.98397
145770,Uwe Schulz,AfD,-2.6341362,-4.7011476
182848,Marvin Schulz,CDU/CSU,9.332845,10.901065
175905,Bernd Schuhmann,AfD,-2.643175,-4.642323
170151,Stefan Schröder,AfD,-2.5145998,-5.457231
183529,Georg Schroeter,AfD,-0.8406593,-5.222748
121738,Michael Schrodi,SPD,8.774141,10.377648
108783,Felix Schreiner,CDU/CSU,8.343512,11.3683405
29441,Johannes Schraps,SPD,7.8207517,10.657872
66924,Olaf Scholz,SPD,7.515063,12.445056
78836,Patrick Schnieder,CDU/CSU,8.558832,10.671198
176576,Julia Schneider,BÜNDNIS 90/­DIE GRÜNEN,13.886826,-7.030179
140944,Uwe Schmidt,SPD,7.4458294,11.384983
121977,Stefan Schmidt,BÜNDNIS 90/­DIE GRÜNEN,13.498207,-6.316193
182821,Sebastian Schmidt,CDU/CSU,7.76637,11.691164
108815,Paul Schmidt,AfD,-2.4228065,-5.3505826
145768,Julian Schmidt,AfD,-2.1748035,-5.4469523
152755,Jan Wenzel Schmidt,fraktionslos,-2.4375942,-5.0860834
66004,Henri Schmidt,CDU/CSU,8.702958,11.025248
79036,Dagmar Schmidt,SPD,7.5791955,11.893857
108960,Nils Schmid,SPD,8.1475935,11.2438135
141311,Christoph Schmid,SPD,7.4392385,12.525587
175286,David Schliesing,Die Linke,16.608616,3.2207744
175942,Manfred Schiller,AfD,-1.7301614,-5.5914493
180235,Carina Schießl,AfD,-2.6219804,-5.478685
168672,Lars Schieske,AfD,-1.8920385,-4.977888
123546,Ulrike Schielke-Ziesing,AfD,-1.7137609,-5.439815
175017,Volker Scheurell,AfD,-1.7766731,-5.2777076
170325,Christiane Schenderlein,CDU/CSU,7.5017524,12.221036
175956,Raimond Scheirich,AfD,-2.199823,-5.1001334
79023,Nina Scheer,SPD,9.085782,10.465774
79021,Ulle Schauws,BÜNDNIS 90/­DIE GRÜNEN,13.56648,-6.7482514
175904,Bernd Schattner,AfD,7.9147396,-14.713564
182856,Carl-Philipp Sassenrath,CDU/CSU,8.318361,10.51197
175836,Catarina dos Santos-Wintz,CDU/CSU,-0.3662451,13.122965
184320,Zada Salihović,Die Linke,16.524246,3.1487212
175594,Kassem Taher Saleh,BÜNDNIS 90/­DIE GRÜNEN,13.34985,-6.7378826
79032,Johann Saathoff,SPD,8.336332,11.530292
79051,Bernd Rützel,SPD,9.249673,10.719625
79046,Corinna Rüffer,BÜNDNIS 90/­DIE GRÜNEN,13.605347,-7.3046436
73300,Thomas Röwekamp,CDU/CSU,8.472635,11.956047
79043,Norbert Röttgen,CDU/CSU,7.033284,12.376315
79047,Albert Rupprecht,CDU/CSU,6.90875,11.684103
145843,Ruben Rupp,AfD,-1.8155247,-6.0549574
182913,Daniela Rump,SPD,8.513791,11.1019535
183489,Angela Rudzka,AfD,-2.662594,-4.614771
175502,Thorsten Rudolph,SPD,7.0094395,12.072323
145872,Stefan Rouenhoff,CDU/CSU,9.004737,10.49866
182949,Philipp Rottwilm,SPD,7.9697027,10.530075
165158,Rainer Rothfuß,AfD,-2.5584173,-4.691669
182900,Johannes Rothenberger,CDU/CSU,7.126514,11.487931
79041,Claudia Roth,BÜNDNIS 90/­DIE GRÜNEN,13.821008,-7.257759
146839,Sebastian Roloff,SPD,7.0516815,11.365875
30936,Lars Rohwer,CDU/CSU,7.1677537,12.623923
79066,Dennis Rohde,SPD,7.3346987,12.558758
146806,Daniel Rinkert,SPD,8.83982,10.45389
183055,Sylvia Rietenberg,BÜNDNIS 90/­DIE GRÜNEN,13.739665,-6.891562
181741,Matthias Rentzsch,AfD,-1.7779988,-5.3395534
121673,Martin Erwin Renner,AfD,-2.5462406,-5.41167
180856,Lea Reisner,Die Linke,16.552742,3.1827621
146043,Anja Reinalter,BÜNDNIS 90/­DIE GRÜNEN,13.750096,-7.1471734
149570,Heidi Reichinnek,Die Linke,16.558264,3.109626
175869,Markus Reichel,CDU/CSU,8.546977,10.329249
182905,Truels Reichardt,SPD,7.6526937,10.847755
150298,Martin Reichardt,AfD,-2.6227465,-4.27457
175940,Lukas Rehm,AfD,-2.5025077,-5.3258796
130301,Henning Rehbaum,CDU/CSU,7.9089804,10.903433
182879,Pascal Reddig,CDU/CSU,9.359205,11.213026
183533,Christian Reck,AfD,-2.5458302,-5.243875
182324,Arne Onni Raue,AfD,-2.596641,-5.671669
31607,Bodo Ramelow,Die Linke,16.627722,3.1782358
79067,Alois Rainer,CDU/CSU,7.293736,12.624128
79069,Alexander Radwan,CDU/CSU,7.489431,12.11395
79070,Kerstin Radomski,CDU/CSU,9.136576,10.751025
79071,Thomas Rachel,CDU/CSU,2.842085,12.3602495
79073,Martin Rabanus,SPD,7.2663755,11.017111
179282,Marcel Queckemeyer,AfD,-1.3243405,-6.0250225
182865,Oliver Pöpsel,CDU/CSU,2.6953003,12.814363
183481,Kerstin Przygodda,AfD,-1.220657,-5.9506383
121997,Stephan Protschka,AfD,-1.180019,-5.566463
182896,David Preisendanz,CDU/CSU,1.8606433,13.169695
79077,Sabine Poschmann,SPD,2.8428116,13.119643
136013,Filiz Polat,BÜNDNIS 90/­DIE GRÜNEN,13.137334,-5.837035
178149,Jan-Wilhelm Pohlmann,CDU/CSU,3.6206067,12.258249
175871,Martin Plum,CDU/CSU,2.2263577,13.652093
66005,Christoph Ploß,CDU/CSU,2.6897619,12.318894
149389,Boris Pistorius,SPD,3.7316005,12.210818
145901,Stephan Pilsinger,CDU/CSU,1.4232476,12.7382555
31707,Paula Piechotta,BÜNDNIS 90/­DIE GRÜNEN,12.740547,-5.575185
122063,Tobias Matthias Peterka,AfD,-3.2559114,-3.7801356
146117,Sören Pellmann,Die Linke,15.97775,3.041966
175443,Jens Peick,SPD,1.8808582,12.446532
146824,Natalie Pawlik,SPD,4.4399796,12.252425
79090,Lisa Paus,BÜNDNIS 90/­DIE GRÜNEN,13.049461,-5.650525
182877,Thomas Pauls,CDU/CSU,1.9565088,12.806081
184319,Denis Pauli,AfD,-0.8702002,-5.7500935
145700,Andreas Paul,AfD,-0.8042632,-5.3281817
175374,Luigi Pantisano,Die Linke,15.544661,3.0827093
136381,Christos Pantazis,SPD,2.3887064,13.640365
79108,Florian Oßner,CDU/CSU,3.1084642,12.962157
145808,Gerold Otten,AfD,-0.28663683,-5.549697
175593,Karoline Otte,BÜNDNIS 90/­DIE GRÜNEN,12.749533,-5.417251
145890,Josef Oster,CDU/CSU,3.806674,12.585274
146867,Josephine Ortleb,SPD,2.720459,13.87037
182887,Harald Orthey,CDU/CSU,4.099297,12.428785
175848,Florian Oest,CDU/CSU,3.4279408,12.283274
79106,Wilfried Oellers,CDU/CSU,3.4189951,12.414785
79103,Omid Nouripour,BÜNDNIS 90/­DIE GRÜNEN,13.285814,-5.9461656
78819,Konstantin von Notz,BÜNDNIS 90/­DIE GRÜNEN,13.832403,-7.11961
145764,Jan Ralf Nolte,AfD,-1.5303255,-6.0447927
110154,Iris Nieland,AfD,8.033693,-14.693653
121794,Ophelia Nick,BÜNDNIS 90/­DIE GRÜNEN,12.701303,-5.3947277
184031,Charlotte Neuhäuser,Die Linke,15.731763,3.0117173
175916,Edgar Naujok,AfD,7.959085,-14.66992
175484,Rasha Nasr,SPD,4.360181,12.309755
175643,Sara Nanni,BÜNDNIS 90/­DIE GRÜNEN,13.015078,-6.098734
130574,Stefan Nacke,CDU/CSU,4.3092227,12.345177
78838,Rolf Mützenich,SPD,4.0667834,12.506015
145795,Sebastian Münzenmaier,AfD,-0.7284585,-5.2448153
145867,Sepp Müller,CDU/CSU,3.962575,13.141653
146018,Sascha Müller,BÜNDNIS 90/­DIE GRÜNEN,12.812253,-5.7506504
175894,Florian Müller,CDU/CSU,1.0345051,12.988666
121017,Claudia Müller,BÜNDNIS 90/­DIE GRÜNEN,12.97182,-5.706805
79116,Carsten Müller,CDU/CSU,3.9044437,13.127987
145896,Axel Müller,CDU/CSU,3.0722356,12.445884
97972,Stefan Möller,AfD,8.034131,-14.733372
146780,Siemtje Möller,SPD,2.995209,13.195239
182888,Christian Moser,CDU/CSU,1.1099734,12.913672
176762,Matthias Moosdorf,AfD,-2.6622112,-4.6773067
146801,Claudia Moll,SPD,2.3264227,13.622298
158609,Reinhard Mixl,AfD,-0.60295516,-5.438771
108876,Sahra Mirow,Die Linke,16.032103,3.085629
166077,Sergej Minich,AfD,-1.047981,-5.427979
145984,Boris Mijatović,BÜNDNIS 90/­DIE GRÜNEN,12.947955,-5.7745457
79129,Irene Mihalic,BÜNDNIS 90/­DIE GRÜNEN,13.113316,-5.60377
175471,Matthias Mieves,SPD,-0.39441636,12.939962
79133,Matthias Miersch,SPD,-0.7195847,12.59282
79132,Mathias Middelberg,CDU/CSU,4.2841144,12.38083
168396,Kathrin Michel,SPD,-0.11871506,13.23271
145921,Swantje Michaelsen,BÜNDNIS 90/­DIE GRÜNEN,12.981979,-5.5262957
183528,Knuth Meyer-Soltau,AfD,-0.6497331,-5.229847
78847,Jan Metzler,CDU/CSU,2.9453282,13.810618
118559,Friedrich Merz,CDU/CSU,6.9865904,11.402785
183186,Stella Merendino,Die Linke,17.032604,3.6263452
79135,Michael Meister,CDU/CSU,4.373865,12.311805
